Split	Annotator.ID	Display.Position	Sentence.ID	Pred.Token	Pred.Lemma	Is.Predicate	Is.Understandable	Happened	Confidence
train	6	2	en-ud-train.conllu 7702	2	use	true	true	true	4
train	7	2	en-ud-train.conllu 2783	5	pay	true	true	false	4
train	1	2	en-ud-train.conllu 2783	5	pay	true	true	false	3
train	8	2	en-ud-train.conllu 12423	2	hear	true	true	true	4
train	14	2	en-ud-train.conllu 12423	2	hear	true	true	true	4
train	7	2	en-ud-train.conllu 2799	5	grow	true	true	true	4
train	8	2	en-ud-train.conllu 2799	5	grow	true	true	true	4
train	10	2	en-ud-train.conllu 7725	2	know	true	true	true	4
train	8	2	en-ud-train.conllu 7725	2	know	true	true	true	4
train	1	2	en-ud-train.conllu 2829	5	have	true	true	true	2
train	8	2	en-ud-train.conllu 2829	5	have	true	true	true	4
train	14	2	en-ud-train.conllu 12458	5	post	true	true	true	4
train	1	2	en-ud-train.conllu 12458	5	post	true	true	true	4
train	1	2	en-ud-train.conllu 7754	16	pop	true	true	true	3
train	6	2	en-ud-train.conllu 7754	16	pop	true	true	true	4
train	7	2	en-ud-train.conllu 2846	2	send	true	true	true	4
train	16	2	en-ud-train.conllu 2846	2	send	true	true	true	4
train	20	2	en-ud-train.conllu 12471	31	love	true	true	false	2
train	6	2	en-ud-train.conllu 12471	31	love	true	true	false	4
train	8	2	en-ud-train.conllu 7777	2	have	true	true	true	4
train	14	2	en-ud-train.conllu 7777	2	have	true	true	true	4
train	16	2	en-ud-train.conllu 2897	13	regard	true	true	true	4
train	8	2	en-ud-train.conllu 2897	13	regard	true	true	true	3
train	6	2	en-ud-train.conllu 12498	8	tell	true	true	false	4
train	18	2	en-ud-train.conllu 12498	8	tell	true	true	true	2
train	14	2	en-ud-train.conllu 7844	2	appear	true	true	true	4
train	7	2	en-ud-train.conllu 7844	2	appear	true	true	true	4
train	16	2	en-ud-train.conllu 2927	26	deal	true	true	false	3
train	7	2	en-ud-train.conllu 2927	26	deal	true	true	false	4
train	7	2	en-ud-train.conllu 7863	6	attach	true	true	false	1
train	6	2	en-ud-train.conllu 7863	6	attach	true	true	false	4
train	1	2	en-ud-train.conllu 12528	14	check	true	true	true	4
train	10	2	en-ud-train.conllu 12528	14	check	true	true	false	4
train	1	2	en-ud-train.conllu 7874	10	scream	true	true	false	2
train	14	2	en-ud-train.conllu 7874	10	scream	true	true	true	4
dev	7	2	en-ud-dev.conllu 9	3	make	true	true	true	2
dev	8	2	en-ud-dev.conllu 9	3	make	true	true	true	4
train	10	2	en-ud-train.conllu 7890	21	ask	true	true	true	4
train	7	2	en-ud-train.conllu 7890	21	ask	true	true	false	4
train	1	2	en-ud-train.conllu 2971	16	matter	true	true	false	2
train	8	2	en-ud-train.conllu 2971	16	matter	true	true	false	2
dev	8	2	en-ud-dev.conllu 25	13	help	true	true	true	4
dev	7	2	en-ud-dev.conllu 25	13	help	true	true	true	4
train	1	2	en-ud-train.conllu 2996	6	want	true	true	true	3
train	7	2	en-ud-train.conllu 2996	6	want	true	true	false	3
train	16	2	en-ud-train.conllu 7928	15	have	true	true	true	3
train	8	2	en-ud-train.conllu 7928	15	have	true	true	true	4
dev	21	2	en-ud-dev.conllu 33	11	close	true	true	true	4
dev	6	2	en-ud-dev.conllu 33	11	close	true	true	true	4
train	7	2	en-ud-train.conllu 3010	2	leave	true	true	false	4
train	18	2	en-ud-train.conllu 3010	2	leave	true	true	false	4
train	1	2	en-ud-train.conllu 7955	9	seem	true	true	true	4
train	10	2	en-ud-train.conllu 7955	9	seem	true	true	true	3
dev	1	2	en-ud-dev.conllu 39	2	allege	true	true	true	4
dev	16	2	en-ud-dev.conllu 39	2	allege	true	true	true	4
train	14	2	en-ud-train.conllu 3019	2	say	true	true	true	4
train	1	2	en-ud-train.conllu 3019	2	say	true	true	true	4
dev	16	2	en-ud-dev.conllu 47	28	dial	true	true	true	3
dev	1	2	en-ud-dev.conllu 47	28	dial	false	true	na	na
train	14	2	en-ud-train.conllu 7972	17	come	true	true	true	4
train	18	2	en-ud-train.conllu 7972	17	come	true	true	false	2
train	14	2	en-ud-train.conllu 3058	8	want	true	true	false	3
train	8	2	en-ud-train.conllu 3058	8	want	true	true	false	4
dev	14	2	en-ud-dev.conllu 59	8	like	true	true	true	4
dev	18	2	en-ud-dev.conllu 59	8	like	true	true	false	2
train	8	2	en-ud-train.conllu 8012	2	have	true	true	true	4
train	1	2	en-ud-train.conllu 8012	2	have	true	true	true	4
train	1	2	en-ud-train.conllu 3062	54	roll	true	true	false	3
train	8	2	en-ud-train.conllu 3062	54	roll	true	true	false	4
dev	21	2	en-ud-dev.conllu 63	9	announce	true	true	false	4
dev	14	2	en-ud-dev.conllu 63	9	announce	true	true	false	4
train	14	2	en-ud-train.conllu 8044	24	make	true	true	true	4
train	7	2	en-ud-train.conllu 8044	24	make	true	true	true	4
dev	7	2	en-ud-dev.conllu 73	30	stop	true	true	false	4
dev	6	2	en-ud-dev.conllu 73	30	stop	true	true	false	4
train	1	2	en-ud-train.conllu 8112	2	cover	true	true	true	4
train	20	2	en-ud-train.conllu 8112	2	cover	true	true	true	3
dev	8	2	en-ud-dev.conllu 80	3	have	true	true	true	4
dev	10	2	en-ud-dev.conllu 80	3	have	true	true	true	4
dev	8	2	en-ud-dev.conllu 89	4	say	true	true	true	4
dev	1	2	en-ud-dev.conllu 89	4	say	true	true	true	4
train	1	2	en-ud-train.conllu 8138	8	go	true	true	true	3
train	14	2	en-ud-train.conllu 8138	8	go	true	true	true	3
dev	6	2	en-ud-dev.conllu 99	10	enrich	true	true	true	4
dev	1	2	en-ud-dev.conllu 99	10	enrich	true	true	true	4
train	14	2	en-ud-train.conllu 8162	6	clog	true	true	true	4
train	7	2	en-ud-train.conllu 8162	6	clog	true	true	true	4
train	16	2	en-ud-train.conllu 8225	3	tend	true	true	true	3
train	18	2	en-ud-train.conllu 8225	3	tend	true	true	true	3
dev	10	2	en-ud-dev.conllu 117	6	postpone	true	true	true	3
dev	1	2	en-ud-dev.conllu 117	6	postpone	true	true	true	4
train	16	2	en-ud-train.conllu 3076	6	enter	true	true	true	4
train	8	2	en-ud-train.conllu 3076	6	enter	true	true	true	4
dev	14	2	en-ud-dev.conllu 122	11	return	true	true	true	2
dev	18	2	en-ud-dev.conllu 122	11	return	true	true	true	4
train	1	2	en-ud-train.conllu 8234	2	like	true	true	true	4
train	7	2	en-ud-train.conllu 8234	2	like	true	true	false	4
train	7	2	en-ud-train.conllu 3084	22	know	false	true	na	na
train	23	2	en-ud-train.conllu 3084	22	know	false	true	na	na
train	21	2	en-ud-train.conllu 8269	15	lay	true	true	true	3
train	7	2	en-ud-train.conllu 8269	15	lay	true	true	false	4
train	20	2	en-ud-train.conllu 3118	2	tell	true	true	true	3
train	8	2	en-ud-train.conllu 3118	2	tell	true	true	true	4
train	1	2	en-ud-train.conllu 8292	10	make	true	true	true	4
train	6	2	en-ud-train.conllu 8292	10	make	true	true	true	4
dev	21	2	en-ud-dev.conllu 154	8	call	true	true	true	4
dev	5	2	en-ud-dev.conllu 154	8	call	true	true	true	3
train	21	2	en-ud-train.conllu 3130	25	come	true	true	true	4
train	16	2	en-ud-train.conllu 3130	25	come	true	true	true	4
train	14	2	en-ud-train.conllu 8313	2	know	true	true	true	4
train	1	2	en-ud-train.conllu 8313	2	know	true	true	true	4
train	7	2	en-ud-train.conllu 3151	18	do	true	true	false	4
train	1	2	en-ud-train.conllu 3151	18	do	true	true	false	4
train	1	2	en-ud-train.conllu 8350	3	get	true	true	false	4
train	14	2	en-ud-train.conllu 8350	3	get	true	true	false	1
train	10	2	en-ud-train.conllu 3184	10	pass	true	true	true	4
train	18	2	en-ud-train.conllu 3184	10	pass	true	true	false	3
dev	1	2	en-ud-dev.conllu 168	23	secure	true	true	false	2
dev	10	2	en-ud-dev.conllu 168	23	secure	true	true	true	4
train	22	2	en-ud-train.conllu 8367	6	begin	true	true	true	4
train	7	2	en-ud-train.conllu 8367	6	begin	true	true	true	4
train	22	2	en-ud-train.conllu 3206	4	see	true	true	false	2
train	1	2	en-ud-train.conllu 3206	4	see	true	true	false	3
train	14	2	en-ud-train.conllu 3253	2	believe	true	true	true	4
train	1	2	en-ud-train.conllu 3253	2	believe	true	true	true	4
dev	18	2	en-ud-dev.conllu 183	2	make	true	true	true	4
dev	1	2	en-ud-dev.conllu 183	2	make	true	true	true	4
train	8	2	en-ud-train.conllu 3293	1	attach	true	true	true	4
train	6	2	en-ud-train.conllu 3293	1	attach	true	true	true	4
train	16	2	en-ud-train.conllu 8411	2	have	true	true	true	4
train	14	2	en-ud-train.conllu 8411	2	have	true	true	true	4
dev	1	2	en-ud-dev.conllu 202	30	see	true	true	true	4
dev	5	2	en-ud-dev.conllu 202	30	see	true	true	true	3
train	16	2	en-ud-train.conllu 3349	7	attach	true	true	true	4
train	1	2	en-ud-train.conllu 3349	7	attach	true	true	true	4
dev	8	2	en-ud-dev.conllu 214	16	admit	true	true	true	4
dev	21	2	en-ud-dev.conllu 214	16	admit	true	true	true	4
train	7	2	en-ud-train.conllu 8436	14	work	true	true	false	4
train	16	2	en-ud-train.conllu 8436	14	work	true	true	false	4
train	1	2	en-ud-train.conllu 3378	5	make	true	true	true	4
train	10	2	en-ud-train.conllu 3378	5	make	true	true	true	4
dev	7	2	en-ud-dev.conllu 223	7	repeat	true	true	true	4
dev	1	2	en-ud-dev.conllu 223	7	repeat	true	true	true	4
train	20	2	en-ud-train.conllu 8448	30	do	true	true	false	2
train	14	2	en-ud-train.conllu 8448	30	do	true	true	false	4
train	16	2	en-ud-train.conllu 3432	8	reflect	true	true	true	4
train	7	2	en-ud-train.conllu 3432	8	reflect	true	true	true	4
dev	1	2	en-ud-dev.conllu 230	16	issue	true	true	true	4
dev	10	2	en-ud-dev.conllu 230	16	issue	true	true	true	4
train	16	2	en-ud-train.conllu 8462	21	estimate	true	true	true	4
train	1	2	en-ud-train.conllu 8462	21	estimate	true	true	true	4
train	8	2	en-ud-train.conllu 3483	2	indicate	true	true	true	4
train	14	2	en-ud-train.conllu 3483	2	indicate	true	true	true	4
dev	16	2	en-ud-dev.conllu 255	8	kick	true	true	false	4
dev	1	2	en-ud-dev.conllu 255	8	kick	true	true	false	4
train	16	2	en-ud-train.conllu 8472	42	hear	true	true	false	3
train	1	2	en-ud-train.conllu 8472	42	hear	true	true	false	2
train	18	2	en-ud-train.conllu 3513	13	file	true	true	true	4
train	8	2	en-ud-train.conllu 3513	13	file	true	true	true	4
train	21	2	en-ud-train.conllu 8493	2	see	true	true	true	4
train	6	2	en-ud-train.conllu 8493	2	see	true	true	true	4
dev	7	2	en-ud-dev.conllu 293	2	satisfy	true	true	true	4
dev	14	2	en-ud-dev.conllu 293	2	satisfy	true	true	true	2
train	6	2	en-ud-train.conllu 3541	52	control	true	true	false	4
train	8	2	en-ud-train.conllu 3541	52	control	true	true	false	2
train	1	2	en-ud-train.conllu 8546	3	have	true	true	true	4
train	14	2	en-ud-train.conllu 8546	3	have	true	true	true	4
train	10	2	en-ud-train.conllu 3575	14	proceed	true	true	true	4
dev	1	2	en-ud-dev.conllu 327	20	contain	true	true	false	2
dev	22	2	en-ud-dev.conllu 327	20	contain	true	true	false	2
train	10	2	en-ud-train.conllu 8566	2	say	true	true	true	4
train	1	2	en-ud-train.conllu 8566	2	say	true	true	true	4
dev	1	2	en-ud-dev.conllu 349	7	peak	true	true	true	4
dev	16	2	en-ud-dev.conllu 349	7	peak	false	true	na	na
train	16	2	en-ud-train.conllu 3677	14	see	true	true	false	2
train	14	2	en-ud-train.conllu 3677	14	see	true	false	na	na
train	1	2	en-ud-train.conllu 8586	2	bet	true	true	true	4
train	16	2	en-ud-train.conllu 8586	2	bet	true	true	true	3
train	8	2	en-ud-train.conllu 3734	12	feel	true	true	true	4
train	7	2	en-ud-train.conllu 3734	12	feel	true	true	true	4
dev	10	2	en-ud-dev.conllu 379	4	forward	true	true	true	4
dev	1	2	en-ud-dev.conllu 379	4	forward	true	true	true	4
train	1	2	en-ud-train.conllu 8601	3	enjoy	true	true	false	3
train	20	2	en-ud-train.conllu 8601	3	enjoy	true	true	true	2
train	18	2	en-ud-train.conllu 3770	2	know	true	true	true	4
train	1	2	en-ud-train.conllu 3770	2	know	true	true	true	4
dev	7	2	en-ud-dev.conllu 399	2	survive	true	true	true	4
dev	18	2	en-ud-dev.conllu 399	2	survive	true	true	true	4
train	14	2	en-ud-train.conllu 3801	7	associate	false	true	na	na
train	20	2	en-ud-train.conllu 3801	7	associate	true	true	false	1
train	14	2	en-ud-train.conllu 8620	2	do	true	true	true	4
train	16	2	en-ud-train.conllu 8620	2	do	true	true	true	4
train	8	2	en-ud-train.conllu 8697	14	help	true	true	false	4
train	18	2	en-ud-train.conllu 8697	14	help	true	true	false	4
train	10	2	en-ud-train.conllu 3808	26	mitigate	true	true	true	4
train	14	2	en-ud-train.conllu 3808	26	mitigate	true	true	false	3
dev	7	2	en-ud-dev.conllu 473	10	work	true	false	na	na
dev	6	2	en-ud-dev.conllu 516	44	appear	true	true	true	4
dev	1	2	en-ud-dev.conllu 516	44	appear	true	true	false	2
train	18	2	en-ud-train.conllu 3818	27	run	true	true	false	2
train	8	2	en-ud-train.conllu 3818	27	run	true	true	false	2
dev	10	2	en-ud-dev.conllu 535	1	attach	true	true	true	3
dev	8	2	en-ud-dev.conllu 535	1	attach	true	true	true	4
dev	1	2	en-ud-dev.conllu 638	2	use	true	true	true	4
dev	10	2	en-ud-dev.conllu 638	2	use	true	true	true	4
train	14	2	en-ud-train.conllu 3829	4	add	true	true	false	2
train	18	2	en-ud-train.conllu 3829	4	add	true	true	false	3
train	14	2	en-ud-train.conllu 3832	25	negotiate	false	true	na	na
train	16	2	en-ud-train.conllu 3832	25	negotiate	true	true	true	4
train	1	2	en-ud-train.conllu 8761	2	have	true	true	true	4
train	8	2	en-ud-train.conllu 8761	2	have	true	true	true	4
train	16	2	en-ud-train.conllu 3867	11	give	true	true	true	4
train	1	2	en-ud-train.conllu 3867	11	give	true	true	true	4
train	5	2	en-ud-train.conllu 8773	2	mean	true	true	true	3
train	14	2	en-ud-train.conllu 8773	2	mean	true	true	true	1
train	21	2	en-ud-train.conllu 3892	2	forward	true	true	true	4
train	14	2	en-ud-train.conllu 3892	2	forward	true	true	true	4
dev	6	2	en-ud-dev.conllu 703	3	pertain	true	true	true	4
dev	8	2	en-ud-dev.conllu 703	3	pertain	true	true	true	4
train	7	2	en-ud-train.conllu 3956	6	complain	true	true	true	4
train	1	2	en-ud-train.conllu 3956	6	complain	true	true	true	2
dev	14	2	en-ud-dev.conllu 721	19	base	true	true	false	4
dev	16	2	en-ud-dev.conllu 721	19	base	true	true	false	4
train	1	2	en-ud-train.conllu 8794	10	decide	true	true	true	4
train	16	2	en-ud-train.conllu 8794	10	decide	true	true	true	4
train	8	2	en-ud-train.conllu 3963	8	schedule	true	true	true	4
train	7	2	en-ud-train.conllu 3963	8	schedule	true	true	true	4
train	1	2	en-ud-train.conllu 8832	5	do	true	true	true	4
train	14	2	en-ud-train.conllu 8832	5	do	true	true	true	4
train	7	2	en-ud-train.conllu 3977	22	drive	true	true	true	4
train	21	2	en-ud-train.conllu 3977	22	drive	true	true	true	3
dev	1	2	en-ud-dev.conllu 759	5	do	true	true	false	2
dev	7	2	en-ud-dev.conllu 759	5	do	true	true	false	4
train	16	2	en-ud-train.conllu 8854	4	have	true	true	true	4
train	1	2	en-ud-train.conllu 8854	4	have	true	true	true	4
train	8	2	en-ud-train.conllu 3991	6	work	true	true	false	4
train	7	2	en-ud-train.conllu 3991	6	work	true	true	false	4
train	14	2	en-ud-train.conllu 4012	1	attach	true	true	true	4
train	7	2	en-ud-train.conllu 4012	1	attach	true	true	true	4
train	10	2	en-ud-train.conllu 8872	2	love	true	true	true	4
train	1	2	en-ud-train.conllu 8872	2	love	true	true	true	4
train	1	2	en-ud-train.conllu 4139	14	get	true	true	false	4
train	14	2	en-ud-train.conllu 4139	14	get	true	true	false	4
train	8	2	en-ud-train.conllu 4192	6	make	true	true	true	4
train	10	2	en-ud-train.conllu 4192	6	make	true	true	true	4
train	21	2	en-ud-train.conllu 4220	2	defeat	true	true	false	2
train	22	2	en-ud-train.conllu 4220	2	defeat	true	true	true	4
train	1	2	en-ud-train.conllu 8882	2	have	true	true	true	4
train	20	2	en-ud-train.conllu 8882	2	have	true	true	true	3
train	14	2	en-ud-train.conllu 4298	2	have	true	true	true	4
train	16	2	en-ud-train.conllu 4298	2	have	true	true	true	4
train	5	2	en-ud-train.conllu 8904	2	mean	true	true	true	3
train	18	2	en-ud-train.conllu 8904	2	mean	true	true	true	4
train	7	2	en-ud-train.conllu 4362	6	discuss	true	true	true	4
train	8	2	en-ud-train.conllu 4362	6	discuss	true	true	true	4
train	10	2	en-ud-train.conllu 8932	16	desire	true	true	true	4
train	1	2	en-ud-train.conllu 8932	16	desire	true	true	true	2
train	7	2	en-ud-train.conllu 8981	16	stay	true	true	true	4
train	1	2	en-ud-train.conllu 8981	16	stay	true	true	false	4
train	19	2	en-ud-train.conllu 4390	9	plan	true	true	true	3
train	18	2	en-ud-train.conllu 4390	9	plan	true	true	true	3
train	7	2	en-ud-train.conllu 4402	5	understand	true	true	true	3
train	1	2	en-ud-train.conllu 4402	5	understand	true	true	true	4
train	16	2	en-ud-train.conllu 9016	3	locate	true	true	true	4
train	14	2	en-ud-train.conllu 9016	3	locate	true	true	true	4
train	16	2	en-ud-train.conllu 4472	10	have	true	true	true	3
train	1	2	en-ud-train.conllu 4472	10	have	true	true	true	4
train	1	2	en-ud-train.conllu 9035	29	gear	true	true	true	3
train	14	2	en-ud-train.conllu 9035	29	gear	true	true	false	3
train	16	2	en-ud-train.conllu 9044	30	modify	true	true	true	4
train	6	2	en-ud-train.conllu 9044	30	modify	true	true	true	4
train	1	2	en-ud-train.conllu 9079	2	think	true	true	true	4
train	10	2	en-ud-train.conllu 9079	2	think	true	true	true	4
train	7	2	en-ud-train.conllu 9082	23	take	false	true	na	na
train	18	2	en-ud-train.conllu 9082	23	take	true	true	true	2
train	14	2	en-ud-train.conllu 9138	5	read	true	true	true	4
train	10	2	en-ud-train.conllu 9138	5	read	true	true	true	4
train	6	2	en-ud-train.conllu 9149	2	give	true	true	true	4
train	7	2	en-ud-train.conllu 9149	2	give	true	true	true	4
train	8	2	en-ud-train.conllu 9165	4	flee	true	true	true	4
train	6	2	en-ud-train.conllu 9165	4	flee	true	true	true	4
train	1	2	en-ud-train.conllu 9212	3	make	true	true	false	3
train	14	2	en-ud-train.conllu 9212	3	make	true	true	false	2
train	6	2	en-ud-train.conllu 9229	2	crawl	true	true	true	4
train	10	2	en-ud-train.conllu 9229	2	crawl	true	true	true	4
train	14	2	en-ud-train.conllu 9265	11	neuter	false	true	na	na
train	7	2	en-ud-train.conllu 9265	11	neuter	true	true	true	4
dev	6	3	en-ud-dev.conllu 786	7	locate	true	true	true	4
dev	14	3	en-ud-dev.conllu 786	7	locate	true	false	na	na
dev	7	3	en-ud-dev.conllu 802	23	post	true	true	false	4
dev	14	3	en-ud-dev.conllu 802	23	post	true	true	false	1
dev	1	3	en-ud-dev.conllu 819	8	look	true	true	false	4
dev	14	3	en-ud-dev.conllu 819	8	look	true	true	false	4
dev	8	3	en-ud-dev.conllu 884	17	get	true	true	false	4
dev	1	3	en-ud-dev.conllu 884	17	get	true	true	false	4
train	14	3	en-ud-train.conllu 4504	22	reduce	true	true	false	1
train	12	3	en-ud-train.conllu 4504	22	reduce	true	true	false	2
train	1	3	en-ud-train.conllu 9282	5	invade	true	true	true	3
train	10	3	en-ud-train.conllu 9282	5	invade	true	true	true	4
train	1	3	en-ud-train.conllu 17	19	assassinate	true	true	true	4
train	16	3	en-ud-train.conllu 17	19	assassinate	true	true	true	4
dev	12	3	en-ud-dev.conllu 919	10	time	true	true	false	2
dev	16	3	en-ud-dev.conllu 919	10	time	true	true	true	4
train	1	3	en-ud-train.conllu 39	8	take	true	true	true	4
train	16	3	en-ud-train.conllu 39	8	take	true	true	true	4
dev	7	3	en-ud-dev.conllu 950	11	begin	true	true	true	4
dev	16	3	en-ud-dev.conllu 950	11	begin	true	true	true	4
train	8	3	en-ud-train.conllu 48	15	suggest	true	true	true	4
train	10	3	en-ud-train.conllu 48	15	suggest	true	true	true	4
dev	1	3	en-ud-dev.conllu 952	8	arrive	true	true	true	4
dev	16	3	en-ud-dev.conllu 952	8	arrive	true	true	true	4
train	6	3	en-ud-train.conllu 56	2	guess	true	true	true	4
train	14	3	en-ud-train.conllu 56	2	guess	true	true	true	4
train	8	3	en-ud-train.conllu 9304	16	want	true	true	false	2
train	21	3	en-ud-train.conllu 9304	16	want	true	true	false	2
train	16	3	en-ud-train.conllu 64	55	allow	true	true	true	3
train	8	3	en-ud-train.conllu 64	55	allow	true	true	true	4
train	6	3	en-ud-train.conllu 9312	12	search	false	true	na	na
train	16	3	en-ud-train.conllu 9312	12	search	true	true	true	3
dev	16	3	en-ud-dev.conllu 967	15	become	true	true	false	4
dev	10	3	en-ud-dev.conllu 967	15	become	true	true	true	4
train	14	3	en-ud-train.conllu 65	58	drag	true	true	false	4
train	8	3	en-ud-train.conllu 65	58	drag	true	true	false	4
train	18	3	en-ud-train.conllu 9319	3	agree	true	true	true	4
train	16	3	en-ud-train.conllu 9319	3	agree	true	true	true	4
train	21	3	en-ud-train.conllu 74	37	affect	true	true	true	4
train	5	3	en-ud-train.conllu 74	37	affect	true	true	true	3
train	14	3	en-ud-train.conllu 4505	27	issue	true	true	false	4
train	16	3	en-ud-train.conllu 4505	27	issue	true	true	false	4
dev	14	3	en-ud-dev.conllu 979	8	do	true	true	true	4
dev	5	3	en-ud-dev.conllu 979	8	do	true	true	true	2
train	1	3	en-ud-train.conllu 9334	3	reject	true	true	true	4
train	18	3	en-ud-train.conllu 9334	3	reject	true	true	true	4
train	6	3	en-ud-train.conllu 83	54	drop	true	true	true	4
train	7	3	en-ud-train.conllu 83	54	drop	true	true	true	4
train	1	3	en-ud-train.conllu 4522	43	scare	true	true	true	3
train	10	3	en-ud-train.conllu 4522	43	scare	true	true	true	3
dev	7	3	en-ud-dev.conllu 985	19	emerge	true	true	false	4
dev	1	3	en-ud-dev.conllu 985	19	emerge	true	true	false	4
train	1	3	en-ud-train.conllu 9335	21	finish	true	true	false	3
train	16	3	en-ud-train.conllu 9335	21	finish	true	true	false	4
train	18	3	en-ud-train.conllu 9351	15	focus	true	true	true	2
train	10	3	en-ud-train.conllu 9351	15	focus	true	true	true	4
dev	7	3	en-ud-dev.conllu 1013	12	target	true	true	true	2
dev	16	3	en-ud-dev.conllu 1013	12	target	true	true	true	4
train	1	3	en-ud-train.conllu 4567	9	provide	true	true	true	4
train	10	3	en-ud-train.conllu 4567	9	provide	true	true	true	4
train	6	3	en-ud-train.conllu 9380	8	give	true	true	true	4
train	14	3	en-ud-train.conllu 9380	8	give	true	true	true	3
dev	7	3	en-ud-dev.conllu 1041	2	mean	true	true	true	4
dev	5	3	en-ud-dev.conllu 1041	2	mean	true	true	true	3
train	16	3	en-ud-train.conllu 9400	7	get	true	true	true	4
train	14	3	en-ud-train.conllu 9400	7	get	true	true	true	4
train	21	3	en-ud-train.conllu 4596	6	extend	true	true	true	4
train	1	3	en-ud-train.conllu 4596	6	extend	true	true	true	4
train	8	3	en-ud-train.conllu 9428	2	have	true	true	true	4
train	1	3	en-ud-train.conllu 9428	2	have	true	true	true	4
dev	1	3	en-ud-dev.conllu 1088	9	box	true	true	true	3
dev	10	3	en-ud-dev.conllu 1088	9	box	true	true	true	2
train	7	3	en-ud-train.conllu 4643	15	need	true	true	true	4
train	8	3	en-ud-train.conllu 4643	15	need	true	true	true	4
train	8	3	en-ud-train.conllu 9456	22	say	true	true	false	2
train	7	3	en-ud-train.conllu 9456	22	say	true	true	true	4
dev	16	3	en-ud-dev.conllu 1133	11	interpret	true	true	false	3
dev	10	3	en-ud-dev.conllu 1133	11	interpret	true	true	true	4
train	8	3	en-ud-train.conllu 9469	2	graduate	true	true	false	4
train	10	3	en-ud-train.conllu 9469	2	graduate	true	true	true	4
dev	8	3	en-ud-dev.conllu 1240	2	vote	true	true	true	4
dev	16	3	en-ud-dev.conllu 1240	2	vote	true	true	true	4
train	20	3	en-ud-train.conllu 4654	13	subside	true	true	true	2
train	19	3	en-ud-train.conllu 4654	13	subside	true	true	false	2
train	10	3	en-ud-train.conllu 9491	18	layer	true	true	true	3
train	1	3	en-ud-train.conllu 9491	18	layer	true	true	false	3
dev	7	3	en-ud-dev.conllu 1277	29	make	true	true	false	4
dev	1	3	en-ud-dev.conllu 1277	29	make	true	true	false	3
train	1	3	en-ud-train.conllu 9514	2	have	true	true	true	4
train	10	3	en-ud-train.conllu 9514	2	have	true	true	true	4
train	7	3	en-ud-train.conllu 4702	18	bring	true	true	false	4
train	1	3	en-ud-train.conllu 4702	18	bring	true	true	false	2
dev	16	3	en-ud-dev.conllu 1331	2	need	true	true	true	4
dev	1	3	en-ud-dev.conllu 1331	2	need	true	true	false	4
train	7	3	en-ud-train.conllu 4755	9	wait	true	true	false	3
train	1	3	en-ud-train.conllu 4755	9	wait	true	true	false	3
train	18	3	en-ud-train.conllu 9535	44	plant	true	true	true	2
train	1	3	en-ud-train.conllu 9535	44	plant	true	true	true	2
dev	16	3	en-ud-dev.conllu 1354	19	guess	true	true	true	4
dev	18	3	en-ud-dev.conllu 1354	19	guess	true	true	true	4
train	7	3	en-ud-train.conllu 9585	6	say	true	true	true	4
train	1	3	en-ud-train.conllu 9585	6	say	true	true	false	2
dev	1	3	en-ud-dev.conllu 1355	31	connect	true	true	false	4
dev	23	3	en-ud-dev.conllu 1355	31	connect	true	true	false	3
train	7	3	en-ud-train.conllu 4765	2	notify	true	true	true	4
train	18	3	en-ud-train.conllu 4765	2	notify	true	true	true	4
train	7	3	en-ud-train.conllu 9601	8	design	true	true	true	4
train	14	3	en-ud-train.conllu 9601	8	design	true	true	true	4
train	6	3	en-ud-train.conllu 118	35	start	true	true	true	4
train	1	3	en-ud-train.conllu 118	35	start	true	true	true	4
train	16	3	en-ud-train.conllu 4798	17	exploit	true	true	false	3
train	20	3	en-ud-train.conllu 4798	17	exploit	true	true	false	2
dev	8	3	en-ud-dev.conllu 1394	2	have	true	true	true	4
dev	14	3	en-ud-dev.conllu 1394	2	have	true	true	false	4
train	6	3	en-ud-train.conllu 4872	18	talk	true	true	false	4
train	14	3	en-ud-train.conllu 4872	18	talk	true	true	false	4
train	8	3	en-ud-train.conllu 9623	5	tend	true	true	true	4
train	1	3	en-ud-train.conllu 9623	5	tend	true	true	true	2
train	7	3	en-ud-train.conllu 132	5	assassinate	true	true	false	4
train	1	3	en-ud-train.conllu 132	5	assassinate	true	true	false	2
dev	12	3	en-ud-dev.conllu 1427	11	let	true	true	false	3
dev	4	3	en-ud-dev.conllu 1427	11	let	true	true	false	3
train	1	3	en-ud-train.conllu 9633	25	waste	true	true	false	1
train	10	3	en-ud-train.conllu 9633	25	waste	true	true	true	4
train	16	3	en-ud-train.conllu 4949	2	hope	true	true	true	4
train	7	3	en-ud-train.conllu 4949	2	hope	true	true	true	4
dev	8	3	en-ud-dev.conllu 1449	2	work	true	true	true	4
dev	21	3	en-ud-dev.conllu 1449	2	work	true	true	true	4
train	16	3	en-ud-train.conllu 146	4	generate	true	true	true	4
train	1	3	en-ud-train.conllu 146	4	generate	true	true	true	4
train	1	3	en-ud-train.conllu 9664	2	know	true	true	true	4
train	16	3	en-ud-train.conllu 9664	2	know	true	true	true	4
train	18	3	en-ud-train.conllu 4993	27	have	true	true	true	4
train	21	3	en-ud-train.conllu 4993	27	have	true	true	true	4
dev	14	3	en-ud-dev.conllu 1621	6	play	true	true	true	4
