,Split,Annotator.ID,Display.Position,Sentence.ID,Pred.Token,Pred.Lemma,Is.Predicate,Is.Understandable,Happened,Confidence,keep
1207,train,1,1,en-ud-train.conllu 3216,15,send,True,True,false,3,True
1208,dev,18,1,en-ud-dev.conllu 180,19,join,True,True,true,4,True
1209,dev,1,1,en-ud-dev.conllu 180,19,join,True,True,true,4,True
1210,train,8,1,en-ud-train.conllu 3272,1,attach,True,True,true,4,True
1211,train,6,1,en-ud-train.conllu 3272,1,attach,True,True,true,4,True
1212,train,16,1,en-ud-train.conllu 8407,19,vary,True,True,false,3,True
1213,train,14,1,en-ud-train.conllu 8407,19,vary,True,True,false,3,True
1214,dev,1,1,en-ud-dev.conllu 202,27,have,True,True,true,4,True
1215,dev,5,1,en-ud-dev.conllu 202,27,have,True,True,true,3,True
1216,train,16,1,en-ud-train.conllu 3344,2,receive,True,True,true,4,True
1217,train,1,1,en-ud-train.conllu 3344,2,receive,True,True,true,4,True
1218,dev,8,1,en-ud-dev.conllu 212,43,break,True,True,false,4,True
1219,dev,21,1,en-ud-dev.conllu 212,43,break,True,True,false,4,True
1220,train,7,1,en-ud-train.conllu 8436,4,learn,True,True,false,4,True
1221,train,16,1,en-ud-train.conllu 8436,4,learn,True,True,false,4,True
1222,train,1,1,en-ud-train.conllu 3367,1,attach,True,True,true,4,True
1223,train,10,1,en-ud-train.conllu 3367,1,attach,True,True,true,3,True
1224,dev,7,1,en-ud-dev.conllu 223,4,say,True,True,true,4,True
1225,dev,1,1,en-ud-dev.conllu 223,4,say,True,True,true,4,True
1226,train,20,1,en-ud-train.conllu 8448,25,get,True,True,false,3,True
1227,train,14,1,en-ud-train.conllu 8448,25,get,True,True,false,4,True
1228,train,16,1,en-ud-train.conllu 3432,4,revise,True,True,true,4,True
1229,train,7,1,en-ud-train.conllu 3432,4,revise,True,True,true,4,True
1230,dev,1,1,en-ud-dev.conllu 230,7,reveal,True,True,true,4,True
1231,dev,10,1,en-ud-dev.conllu 230,7,reveal,True,True,true,4,True
1232,train,16,1,en-ud-train.conllu 8462,19,have,True,True,true,4,True
1233,train,1,1,en-ud-train.conllu 8462,19,have,True,True,true,4,True
1234,train,8,1,en-ud-train.conllu 3462,2,need,True,True,true,4,True
1235,train,14,1,en-ud-train.conllu 3462,2,need,True,True,true,4,True
1236,dev,16,1,en-ud-dev.conllu 255,5,get,True,True,false,4,True
1237,dev,1,1,en-ud-dev.conllu 255,5,get,True,True,false,4,True
1238,train,16,1,en-ud-train.conllu 8472,39,human,False,True,na,na,True
1239,train,1,1,en-ud-train.conllu 8472,39,human,False,True,na,na,True
1240,train,18,1,en-ud-train.conllu 3513,1,attach,True,True,true,4,True
1241,train,8,1,en-ud-train.conllu 3513,1,attach,True,True,true,4,True
1242,train,21,1,en-ud-train.conllu 8489,25,live,True,True,true,4,True
1243,train,6,1,en-ud-train.conllu 8489,25,live,True,True,true,4,True
1244,dev,7,1,en-ud-dev.conllu 287,10,prohibit,True,True,true,4,True
1245,dev,14,1,en-ud-dev.conllu 287,10,prohibit,True,True,false,3,True
1246,train,6,1,en-ud-train.conllu 3541,48,command,True,True,false,4,True
1247,train,8,1,en-ud-train.conllu 3541,48,command,True,True,false,2,True
1248,train,1,1,en-ud-train.conllu 8545,16,count,True,True,true,4,True
1249,train,14,1,en-ud-train.conllu 8545,16,count,True,True,true,4,True
1250,train,10,1,en-ud-train.conllu 3575,9,protect,True,True,true,4,True
1251,dev,1,1,en-ud-dev.conllu 327,17,address,True,True,true,4,True
1252,dev,22,1,en-ud-dev.conllu 327,17,address,True,True,true,4,True
1253,train,10,1,en-ud-train.conllu 8561,4,do,True,True,true,4,True
1254,train,1,1,en-ud-train.conllu 8561,4,do,True,True,true,4,True
1255,dev,1,1,en-ud-dev.conllu 349,2,release,True,True,true,4,True
1256,dev,16,1,en-ud-dev.conllu 349,2,release,True,True,true,4,True
1257,train,16,1,en-ud-train.conllu 3677,8,document,True,True,true,4,True
1258,train,14,1,en-ud-train.conllu 3677,8,document,True,False,na,na,True
1259,train,1,1,en-ud-train.conllu 8585,19,get,True,True,false,3,True
1260,train,16,1,en-ud-train.conllu 8585,19,get,True,True,false,3,True
1261,train,8,1,en-ud-train.conllu 3734,8,become,True,True,true,4,True
1262,train,7,1,en-ud-train.conllu 3734,8,become,True,True,true,4,True
1263,dev,10,1,en-ud-dev.conllu 377,17,reference,True,True,true,4,True
1264,dev,1,1,en-ud-dev.conllu 377,17,reference,True,True,true,4,True
1265,train,1,1,en-ud-train.conllu 8593,11,build,True,True,true,4,True
1266,train,20,1,en-ud-train.conllu 8593,11,build,True,False,na,na,True
1267,train,18,1,en-ud-train.conllu 3763,34,compensate,True,True,false,4,True
1268,train,1,1,en-ud-train.conllu 3763,34,compensate,True,True,false,4,True
1269,dev,7,1,en-ud-dev.conllu 390,20,approve,True,True,true,4,True
1270,dev,18,1,en-ud-dev.conllu 390,20,approve,True,True,true,4,True
1271,train,14,1,en-ud-train.conllu 3801,5,manage,True,True,false,1,True
1272,train,20,1,en-ud-train.conllu 3801,5,manage,True,True,false,2,True
1273,train,14,1,en-ud-train.conllu 8619,10,hold,True,True,true,4,True
1274,train,16,1,en-ud-train.conllu 8619,10,hold,True,True,true,2,True
1275,train,8,1,en-ud-train.conllu 8697,2,see,True,True,true,4,True
1276,train,18,1,en-ud-train.conllu 8697,2,see,True,True,true,4,True
1277,train,10,1,en-ud-train.conllu 3808,19,get,True,True,true,4,True
1278,train,14,1,en-ud-train.conllu 3808,19,get,True,True,true,3,True
1279,dev,7,1,en-ud-dev.conllu 460,15,pull,True,True,false,4,True
1280,dev,16,1,en-ud-dev.conllu 460,15,pull,True,True,false,4,True
1281,dev,6,1,en-ud-dev.conllu 516,39,take,True,True,false,4,True
1282,dev,1,1,en-ud-dev.conllu 516,39,take,True,True,false,4,True
1283,train,18,1,en-ud-train.conllu 3818,26,avoid,True,True,true,2,True
1284,train,8,1,en-ud-train.conllu 3818,26,avoid,True,True,false,2,True
1285,dev,10,1,en-ud-dev.conllu 524,17,leave,True,True,true,4,True
1286,dev,8,1,en-ud-dev.conllu 524,17,leave,True,True,false,3,True
1287,dev,1,1,en-ud-dev.conllu 627,4,date,True,True,true,4,True
1288,dev,10,1,en-ud-dev.conllu 627,4,date,True,True,true,4,True
1289,train,14,1,en-ud-train.conllu 3824,13,do,True,True,true,4,True
1290,train,18,1,en-ud-train.conllu 3824,13,do,True,True,true,4,True
1291,train,14,1,en-ud-train.conllu 3832,17,attach,False,True,na,na,True
1292,train,16,1,en-ud-train.conllu 3832,17,attach,True,True,true,4,True
1293,train,1,1,en-ud-train.conllu 8732,2,start,True,True,true,4,True
1294,train,8,1,en-ud-train.conllu 8732,2,start,True,True,true,4,True
1295,train,16,1,en-ud-train.conllu 3867,3,make,True,True,true,4,True
1296,train,1,1,en-ud-train.conllu 3867,3,make,True,True,true,4,True
1297,train,5,1,en-ud-train.conllu 8772,14,require,True,True,true,2,True
1298,train,14,1,en-ud-train.conllu 8772,14,require,True,True,false,1,True
1299,train,21,1,en-ud-train.conllu 3891,21,intercept,True,True,true,4,True
1300,train,14,1,en-ud-train.conllu 3891,21,intercept,True,True,true,4,True
1301,dev,6,1,en-ud-dev.conllu 683,7,ask,True,True,true,4,True
1302,dev,8,1,en-ud-dev.conllu 683,7,ask,True,True,true,4,True
1303,train,7,1,en-ud-train.conllu 3956,3,show,True,True,true,4,True
1304,train,1,1,en-ud-train.conllu 3956,3,show,True,True,true,2,True
1305,dev,14,1,en-ud-dev.conllu 721,14,result,False,True,na,na,True
1306,dev,16,1,en-ud-dev.conllu 721,14,result,True,True,false,4,True
1307,train,1,1,en-ud-train.conllu 8794,6,help,True,True,false,3,True
1308,train,16,1,en-ud-train.conllu 8794,6,help,True,True,false,3,True
1309,train,8,1,en-ud-train.conllu 3959,18,fix,True,True,false,4,True
1310,train,7,1,en-ud-train.conllu 3959,18,fix,True,True,false,4,True
1311,train,1,1,en-ud-train.conllu 8831,6,bear,True,True,true,4,True
1312,train,14,1,en-ud-train.conllu 8831,6,bear,True,True,true,4,True
1313,train,7,1,en-ud-train.conllu 3977,9,get,True,True,false,4,True
1314,train,21,1,en-ud-train.conllu 3977,9,get,True,True,false,3,True
1315,dev,1,1,en-ud-dev.conllu 759,3,have,True,True,true,3,True
1316,dev,7,1,en-ud-dev.conllu 759,3,have,True,True,true,4,True
1317,train,16,1,en-ud-train.conllu 8836,48,apply,True,True,true,3,True
1318,train,1,1,en-ud-train.conllu 8836,48,apply,True,True,false,3,True
1319,train,8,1,en-ud-train.conllu 3991,3,remain,True,True,true,4,True
1320,train,7,1,en-ud-train.conllu 3991,3,remain,True,True,true,4,True
1321,train,14,1,en-ud-train.conllu 4010,15,look,True,True,true,2,True
1322,train,7,1,en-ud-train.conllu 4010,15,look,True,True,true,4,True
1323,train,10,1,en-ud-train.conllu 8871,6,travel,True,True,true,4,True
1324,train,1,1,en-ud-train.conllu 8871,6,travel,True,True,true,4,True
1325,train,1,1,en-ud-train.conllu 4139,8,kick,True,True,false,4,True
1326,train,14,1,en-ud-train.conllu 4139,8,kick,True,True,false,4,True
1327,train,8,1,en-ud-train.conllu 4192,2,inform,True,True,true,4,True
1328,train,10,1,en-ud-train.conllu 4192,2,inform,True,True,true,4,True
1329,train,21,1,en-ud-train.conllu 4218,9,reflect,True,True,true,2,True
1330,train,22,1,en-ud-train.conllu 4218,9,reflect,True,True,true,4,True
1331,train,1,1,en-ud-train.conllu 8880,12,get,True,True,true,4,True
1332,train,20,1,en-ud-train.conllu 8880,12,get,True,True,true,2,True
1333,train,14,1,en-ud-train.conllu 4261,2,get,True,True,true,4,True
1334,train,16,1,en-ud-train.conllu 4261,2,get,True,True,true,4,True
1335,train,5,1,en-ud-train.conllu 8900,3,have,True,True,true,3,True
1336,train,18,1,en-ud-train.conllu 8900,3,have,True,True,true,4,True
1337,train,7,1,en-ud-train.conllu 4356,10,give,True,True,false,4,True
1338,train,8,1,en-ud-train.conllu 4356,10,give,True,True,false,4,True
1339,train,10,1,en-ud-train.conllu 8932,9,travel,True,True,true,4,True
1340,train,1,1,en-ud-train.conllu 8932,9,travel,True,True,false,3,True
1341,train,7,1,en-ud-train.conllu 8981,13,lay,True,True,true,4,True
1342,train,1,1,en-ud-train.conllu 8981,13,lay,True,True,false,4,True
1343,train,19,1,en-ud-train.conllu 4390,2,understand,True,True,true,3,True
1344,train,18,1,en-ud-train.conllu 4390,2,understand,True,True,true,4,True
1345,train,7,1,en-ud-train.conllu 4393,2,think,True,True,true,4,True
1346,train,1,1,en-ud-train.conllu 4393,2,think,True,True,true,4,True
1347,train,16,1,en-ud-train.conllu 8989,14,go,True,True,false,3,True
1348,train,14,1,en-ud-train.conllu 8989,14,go,True,True,false,2,True
1349,train,16,1,en-ud-train.conllu 4472,2,e-mail,True,True,true,4,True
1350,train,1,1,en-ud-train.conllu 4472,2,e-mail,True,True,true,4,True
1351,train,1,1,en-ud-train.conllu 9035,24,do,True,True,false,1,True
1352,train,14,1,en-ud-train.conllu 9035,24,do,True,True,false,3,True
1353,train,16,1,en-ud-train.conllu 9044,28,ride,True,True,true,4,True
1354,train,6,1,en-ud-train.conllu 9044,28,ride,True,True,true,4,True
1355,train,1,1,en-ud-train.conllu 9048,12,do,True,True,false,3,True
1356,train,10,1,en-ud-train.conllu 9048,12,do,True,True,true,4,True
1357,train,7,1,en-ud-train.conllu 9082,8,give,True,True,true,4,True
1358,train,18,1,en-ud-train.conllu 9082,8,give,True,True,true,4,True
1359,train,14,1,en-ud-train.conllu 9137,12,string,True,True,true,4,True
1360,train,10,1,en-ud-train.conllu 9137,12,string,True,True,true,4,True
1361,train,6,1,en-ud-train.conllu 9145,30,pair,True,True,false,3,True
1362,train,7,1,en-ud-train.conllu 9145,30,pair,True,True,false,4,True
1363,train,8,1,en-ud-train.conllu 9165,2,seem,True,True,true,4,True
1364,train,6,1,en-ud-train.conllu 9165,2,seem,True,True,true,4,True
1365,train,1,1,en-ud-train.conllu 9212,2,mean,True,True,true,4,True
1366,train,14,1,en-ud-train.conllu 9212,2,mean,True,True,false,2,True
1367,train,6,1,en-ud-train.conllu 9222,2,handle,True,True,true,4,True
1368,train,10,1,en-ud-train.conllu 9222,2,handle,True,True,true,4,True
1369,train,14,1,en-ud-train.conllu 9265,2,have,True,True,true,4,True
1370,train,7,1,en-ud-train.conllu 9265,2,have,True,True,true,4,True
1371,dev,6,2,en-ud-dev.conllu 780,16,give,True,True,true,4,True
1372,dev,14,2,en-ud-dev.conllu 780,16,give,True,True,true,4,True
1373,dev,7,2,en-ud-dev.conllu 802,13,move,True,True,false,4,True
1374,dev,14,2,en-ud-dev.conllu 802,13,move,True,True,false,0,True
1375,dev,1,2,en-ud-dev.conllu 819,2,get,True,True,true,4,True
1376,dev,14,2,en-ud-dev.conllu 819,2,get,True,True,true,4,True
1377,dev,8,2,en-ud-dev.conllu 884,11,send,True,True,false,4,True
1378,dev,1,2,en-ud-dev.conllu 884,11,send,True,True,false,4,True
1379,train,14,2,en-ud-train.conllu 4504,20,agree,True,True,true,4,True
1380,train,12,2,en-ud-train.conllu 4504,20,agree,True,True,true,3,True
1381,train,1,2,en-ud-train.conllu 9282,2,know,True,True,true,3,True
1382,train,10,2,en-ud-train.conllu 9282,2,know,True,True,true,4,True
1383,train,1,2,en-ud-train.conllu 12,11,decline,True,True,true,4,True
1384,train,16,2,en-ud-train.conllu 12,11,decline,True,True,true,4,True
1385,dev,12,2,en-ud-dev.conllu 919,2,have,False,True,na,na,True
1386,dev,16,2,en-ud-dev.conllu 919,2,have,True,True,true,4,True
1387,train,1,2,en-ud-train.conllu 39,6,manage,True,True,true,4,True
1388,train,16,2,en-ud-train.conllu 39,6,manage,True,True,true,4,True
1389,dev,7,2,en-ud-dev.conllu 949,20,bring,True,True,false,3,True
1390,dev,16,2,en-ud-dev.conllu 949,20,bring,True,True,false,3,True
1391,train,8,2,en-ud-train.conllu 48,7,do,True,True,false,4,True
1392,train,10,2,en-ud-train.conllu 48,7,do,True,True,true,4,True
1393,dev,1,2,en-ud-dev.conllu 951,29,grow,True,True,false,3,True
1394,dev,16,2,en-ud-dev.conllu 951,29,grow,True,True,false,4,True
1395,train,6,2,en-ud-train.conllu 52,60,get,True,True,true,4,True
1396,train,14,2,en-ud-train.conllu 52,60,get,True,True,true,4,True
1397,train,8,2,en-ud-train.conllu 9304,10,mean,True,True,false,2,True
1398,train,21,2,en-ud-train.conllu 9304,10,mean,True,True,false,2,True
1399,train,16,2,en-ud-train.conllu 64,45,permit,True,True,true,3,True
1400,train,8,2,en-ud-train.conllu 64,45,permit,True,True,false,4,True
1401,train,6,2,en-ud-train.conllu 9312,10,adapt,True,True,true,4,True
1402,train,16,2,en-ud-train.conllu 9312,10,adapt,True,True,true,4,True
1403,dev,16,2,en-ud-dev.conllu 967,6,say,True,True,true,4,True
1404,dev,10,2,en-ud-dev.conllu 967,6,say,True,True,true,4,True
1405,train,14,2,en-ud-train.conllu 65,47,come,True,True,false,4,True
1406,train,8,2,en-ud-train.conllu 65,47,come,True,True,false,4,True
1407,train,18,2,en-ud-train.conllu 9318,21,ignore,True,True,true,4,True
1408,train,21,2,en-ud-train.conllu 74,27,neighbour,True,True,true,4,True
1409,train,5,2,en-ud-train.conllu 74,27,neighbour,True,True,true,2,True
1410,train,14,2,en-ud-train.conllu 4505,18,agree,True,True,false,4,True
1411,train,16,2,en-ud-train.conllu 4505,18,agree,True,True,true,3,True
1412,dev,14,2,en-ud-dev.conllu 973,12,send,True,True,true,4,True
1413,dev,5,2,en-ud-dev.conllu 973,12,send,True,True,true,4,True
1414,train,1,2,en-ud-train.conllu 9325,14,redeploy,True,True,true,4,True
1415,train,18,2,en-ud-train.conllu 9325,14,redeploy,True,True,true,4,True
1416,train,6,2,en-ud-train.conllu 83,44,go,True,True,true,4,True
1417,train,7,2,en-ud-train.conllu 83,44,go,True,True,true,4,True
1418,train,1,2,en-ud-train.conllu 4522,42,start,True,True,true,4,True
1419,train,10,2,en-ud-train.conllu 4522,42,start,True,True,true,4,True
1420,dev,7,2,en-ud-dev.conllu 985,15,allow,True,True,false,4,True
1421,dev,1,2,en-ud-dev.conllu 985,15,allow,True,True,false,4,True
1422,train,1,2,en-ud-train.conllu 9335,15,go,True,True,false,3,True
1423,train,16,2,en-ud-train.conllu 9335,15,go,True,True,false,4,True
1424,train,18,2,en-ud-train.conllu 9351,8,say,True,True,true,4,True
1425,train,10,2,en-ud-train.conllu 9351,8,say,True,True,true,4,True
1426,dev,7,2,en-ud-dev.conllu 1013,8,resume,True,True,true,4,True
1427,dev,16,2,en-ud-dev.conllu 1013,8,resume,True,True,true,4,True
1428,train,1,2,en-ud-train.conllu 4567,6,promise,True,True,true,4,True
1429,train,10,2,en-ud-train.conllu 4567,6,promise,True,True,true,4,True
1430,train,6,2,en-ud-train.conllu 9380,6,provide,True,True,true,4,True
1431,train,14,2,en-ud-train.conllu 9380,6,provide,True,True,true,4,True
1432,dev,7,2,en-ud-dev.conllu 1025,4,drive,True,True,true,2,True
1433,dev,5,2,en-ud-dev.conllu 1025,4,drive,True,True,false,2,True
1434,train,16,2,en-ud-train.conllu 9397,4,get,True,True,true,4,True
1435,train,14,2,en-ud-train.conllu 9397,4,get,True,True,true,4,True
1436,train,1,2,en-ud-train.conllu 4592,29,support,True,True,true,4,True
1437,train,8,2,en-ud-train.conllu 9423,3,have,True,True,true,3,True
1438,train,1,2,en-ud-train.conllu 9423,3,have,True,True,true,1,True
1439,dev,1,2,en-ud-dev.conllu 1086,7,engage,True,True,true,3,True
1440,dev,10,2,en-ud-dev.conllu 1086,7,engage,True,True,true,4,True
1441,train,7,2,en-ud-train.conllu 4643,4,pose,True,True,true,4,True
1442,train,8,2,en-ud-train.conllu 4643,4,pose,True,True,true,2,True
1443,train,8,2,en-ud-train.conllu 9456,15,go,True,True,false,3,True
1444,train,7,2,en-ud-train.conllu 9456,15,go,True,True,true,4,True
1445,dev,16,2,en-ud-dev.conllu 1133,7,know,True,True,true,4,True
1446,dev,10,2,en-ud-dev.conllu 1133,7,know,True,True,true,4,True
1447,train,8,2,en-ud-train.conllu 9466,5,name,True,True,true,4,True
1448,train,10,2,en-ud-train.conllu 9466,5,name,True,True,true,4,True
1449,dev,8,2,en-ud-dev.conllu 1223,20,take,True,True,false,3,True
1450,dev,16,2,en-ud-dev.conllu 1223,20,take,True,True,false,2,True
1451,train,20,2,en-ud-train.conllu 4650,9,laud,True,True,true,2,True
1452,train,19,2,en-ud-train.conllu 4650,9,laud,True,True,true,4,True
1453,train,10,2,en-ud-train.conllu 9491,7,bring,True,True,true,4,True
1454,train,1,2,en-ud-train.conllu 9491,7,bring,True,True,false,3,True
1455,dev,7,2,en-ud-dev.conllu 1277,24,expect,True,True,false,3,True
1456,dev,1,2,en-ud-dev.conllu 1277,24,expect,True,True,false,3,True
1457,train,1,2,en-ud-train.conllu 9509,11,visit,True,True,false,3,True
1458,train,10,2,en-ud-train.conllu 9509,11,visit,True,True,true,4,True
1459,train,7,2,en-ud-train.conllu 4702,4,build,True,True,false,4,True
1460,train,1,2,en-ud-train.conllu 4702,4,build,True,True,false,2,True
1461,dev,16,2,en-ud-dev.conllu 1304,4,look,True,True,true,4,True
1462,dev,1,2,en-ud-dev.conllu 1304,4,look,True,False,na,na,True
1463,train,7,2,en-ud-train.conllu 4755,7,have,True,True,true,2,True
1464,train,1,2,en-ud-train.conllu 4755,7,have,True,True,false,2,True
1465,train,18,2,en-ud-train.conllu 9535,38,set,True,True,false,3,True
1466,train,1,2,en-ud-train.conllu 9535,38,set,True,True,false,3,True
1467,dev,16,2,en-ud-dev.conllu 1354,7,use,True,True,false,4,True
1468,dev,18,2,en-ud-dev.conllu 1354,7,use,True,True,false,3,True
1469,train,7,2,en-ud-train.conllu 9580,5,fill,False,True,na,na,True
1470,train,1,2,en-ud-train.conllu 9580,5,fill,True,True,true,2,True
1471,dev,1,2,en-ud-dev.conllu 1355,24,get,True,True,false,4,True
1472,dev,23,2,en-ud-dev.conllu 1355,24,get,True,True,false,3,True
1473,train,7,2,en-ud-train.conllu 4764,8,drop,True,True,false,4,True
1474,train,18,2,en-ud-train.conllu 4764,8,drop,True,True,false,2,True
1475,train,7,2,en-ud-train.conllu 9598,9,make,True,True,true,4,True
1476,train,14,2,en-ud-train.conllu 9598,9,make,True,True,true,3,True
1477,train,6,2,en-ud-train.conllu 118,28,stop,True,True,true,4,True
1478,train,1,2,en-ud-train.conllu 118,28,stop,True,True,true,4,True
1479,train,16,2,en-ud-train.conllu 4798,7,have,True,True,true,4,True
1480,train,20,2,en-ud-train.conllu 4798,7,have,False,True,na,na,True
1481,dev,8,2,en-ud-dev.conllu 1379,22,walk,True,True,true,4,True
1482,dev,14,2,en-ud-dev.conllu 1379,22,walk,True,True,true,4,True
1483,train,6,2,en-ud-train.conllu 4872,16,like,True,True,true,4,True
1484,train,14,2,en-ud-train.conllu 4872,16,like,True,True,true,4,True
1485,train,8,2,en-ud-train.conllu 9621,31,want,True,True,false,3,True
1486,train,1,2,en-ud-train.conllu 9621,31,want,True,True,false,2,True
1487,train,7,2,en-ud-train.conllu 125,23,break,True,True,true,4,True
1488,train,1,2,en-ud-train.conllu 125,23,break,True,True,true,3,True
1489,dev,12,2,en-ud-dev.conllu 1427,2,want,True,True,true,3,True
1490,dev,4,2,en-ud-dev.conllu 1427,2,want,True,True,false,4,True
1491,train,1,2,en-ud-train.conllu 9633,12,use,True,True,false,3,True
1492,train,10,2,en-ud-train.conllu 9633,12,use,True,True,true,4,True
1493,train,16,2,en-ud-train.conllu 4942,12,believe,True,True,true,4,True
1494,train,7,2,en-ud-train.conllu 4942,12,believe,True,True,true,4,True
1495,dev,8,2,en-ud-dev.conllu 1434,12,tear,True,True,false,3,True
1496,dev,21,2,en-ud-dev.conllu 1434,12,tear,True,True,false,2,True
1497,train,16,2,en-ud-train.conllu 145,13,help,True,True,false,2,True
1498,train,1,2,en-ud-train.conllu 145,13,help,True,True,true,4,True
1499,train,1,2,en-ud-train.conllu 9660,13,leave,True,True,true,4,True
1500,train,16,2,en-ud-train.conllu 9660,13,leave,True,True,true,4,True
1501,train,18,2,en-ud-train.conllu 4993,21,enter,True,True,true,3,True
1502,train,21,2,en-ud-train.conllu 4993,21,enter,True,True,true,4,True
1503,dev,14,2,en-ud-dev.conllu 1621,2,hear,True,True,true,4,True
1504,dev,1,2,en-ud-dev.conllu 1621,2,hear,True,True,true,4,True
1505,train,7,2,en-ud-train.conllu 9697,15,come,True,True,false,4,True
1506,train,14,2,en-ud-train.conllu 9697,15,come,True,True,false,2,True
1507,train,8,2,en-ud-train.conllu 159,22,pump,True,True,false,4,True
1508,train,1,2,en-ud-train.conllu 159,22,pump,True,True,false,4,True
1509,train,14,2,en-ud-train.conllu 9723,8,lose,True,True,true,4,True
1510,train,1,2,en-ud-train.conllu 9723,8,lose,True,True,true,4,True
1511,train,16,2,en-ud-train.conllu 167,3,fail,True,True,true,4,True
1512,train,14,2,en-ud-train.conllu 167,3,fail,True,True,true,4,True
1513,train,14,2,en-ud-train.conllu 9752,2,post,True,False,na,na,True
1514,train,6,2,en-ud-train.conllu 9752,2,post,True,True,true,4,True
1515,train,6,2,en-ud-train.conllu 179,12,ask,True,True,true,4,True
1516,train,8,2,en-ud-train.conllu 179,12,ask,True,True,true,4,True
1517,train,22,2,en-ud-train.conllu 5010,39,use,True,True,false,2,True
1518,train,10,2,en-ud-train.conllu 5010,39,use,True,True,true,4,True
1519,train,1,2,en-ud-train.conllu 188,14,seem,True,True,true,4,True
1520,train,7,2,en-ud-train.conllu 188,14,seem,True,True,true,2,True
1521,train,16,2,en-ud-train.conllu 5103,19,manage,True,True,true,4,True
1522,train,10,2,en-ud-train.conllu 5103,19,manage,True,True,true,4,True
1523,train,8,2,en-ud-train.conllu 9779,2,think,True,True,true,4,True
1524,train,10,2,en-ud-train.conllu 9779,2,think,True,True,true,4,True
1525,dev,14,2,en-ud-dev.conllu 1736,2,have,True,True,true,4,True
1526,dev,10,2,en-ud-dev.conllu 1736,2,have,True,True,true,4,True
1527,train,1,2,en-ud-train.conllu 5105,38,help,True,True,true,4,True
1528,train,16,2,en-ud-train.conllu 5105,38,help,True,True,true,4,True
1529,dev,16,2,en-ud-dev.conllu 1778,21,feel,True,True,true,4,True
1530,dev,1,2,en-ud-dev.conllu 1778,21,feel,True,True,true,4,True
1531,train,16,2,en-ud-train.conllu 9796,5,notice,True,True,true,4,True
1532,train,18,2,en-ud-train.conllu 9796,5,notice,True,True,true,4,True
1533,dev,16,2,en-ud-dev.conllu 1791,12,look,True,True,true,4,True
1534,dev,1,2,en-ud-dev.conllu 1791,12,look,False,True,na,na,True
1535,train,1,2,en-ud-train.conllu 202,25,help,True,True,false,3,True
1536,train,14,2,en-ud-train.conllu 202,25,help,True,True,false,4,True
1537,train,14,2,en-ud-train.conllu 5107,19,remove,True,True,false,3,True
1538,train,18,2,en-ud-train.conllu 5107,19,remove,True,True,false,3,True
1539,train,14,2,en-ud-train.conllu 9802,2,believe,True,True,true,4,True
1540,train,1,2,en-ud-train.conllu 9802,2,believe,True,True,true,4,True
1541,dev,7,2,en-ud-dev.conllu 1836,2,use,True,True,true,4,True
1542,dev,14,2,en-ud-dev.conllu 1836,2,use,True,True,true,4,True
1543,train,16,2,en-ud-train.conllu 223,17,destroy,True,True,true,4,True
1544,train,1,2,en-ud-train.conllu 223,17,destroy,True,True,true,4,True
1545,train,8,2,en-ud-train.conllu 9822,16,go,True,True,true,4,True
1546,train,1,2,en-ud-train.conllu 9822,16,go,True,True,true,4,True
1547,train,16,2,en-ud-train.conllu 5111,17,turn,True,True,true,4,True
1548,train,1,2,en-ud-train.conllu 5111,17,turn,True,True,true,4,True
1549,train,6,2,en-ud-train.conllu 249,18,prepare,True,True,false,4,True
1550,train,1,2,en-ud-train.conllu 249,18,prepare,True,True,false,3,True
1551,dev,7,2,en-ud-dev.conllu 1898,15,need,True,True,true,4,True
1552,dev,16,2,en-ud-dev.conllu 1898,15,need,True,True,true,3,True
1553,train,8,2,en-ud-train.conllu 5120,9,bear,True,True,true,4,True
1554,train,1,2,en-ud-train.conllu 5120,9,bear,True,True,true,4,True
1555,train,18,2,en-ud-train.conllu 262,2,hold,True,True,true,4,True
1556,train,1,2,en-ud-train.conllu 262,2,hold,True,True,true,4,True
1557,dev,14,2,en-ud-dev.conllu 1925,2,do,True,True,true,4,True
1558,dev,1,2,en-ud-dev.conllu 1925,2,do,True,True,true,4,True
1559,train,14,2,en-ud-train.conllu 265,59,say,True,True,true,4,True
1560,train,7,2,en-ud-train.conllu 265,59,say,True,True,true,4,True
1561,train,8,2,en-ud-train.conllu 5124,14,sow,True,True,false,4,True
1562,train,1,2,en-ud-train.conllu 5124,14,sow,True,True,false,4,True
1563,dev,14,2,en-ud-dev.conllu 1940,8,call,True,True,true,4,True
1564,dev,1,2,en-ud-dev.conllu 1940,8,call,True,True,true,4,True
1565,dev,18,2,en-ud-dev.conllu 1973,2,use,True,True,true,4,True
1566,dev,14,2,en-ud-dev.conllu 1973,2,use,True,True,true,4,True
1567,train,16,2,en-ud-train.conllu 270,10,base,True,True,true,4,True
1568,train,1,2,en-ud-train.conllu 270,10,base,True,True,true,4,True
1569,train,8,2,en-ud-train.conllu 9843,3,find,True,True,true,4,True
1570,train,1,2,en-ud-train.conllu 9843,3,find,True,True,true,4,True
1571,train,6,2,en-ud-train.conllu 5127,9,tell,True,True,true,4,True
1572,train,1,2,en-ud-train.conllu 5127,9,tell,True,True,true,4,True
1573,dev,18,2,en-ud-dev.conllu 1994,28,check,True,True,true,4,True
1574,dev,16,2,en-ud-dev.conllu 1994,28,check,True,True,true,4,True
