Split	Annotator.ID	Display.Position	Sentence.ID	Pred.Token	Pred.Lemma	Is.Predicate	Is.Understandable	Happened	Confidence	Keep
train	14	1	en-ud-train.conllu 2240	15	have	True	True	true	4	True
train	16	1	en-ud-train.conllu 2240	15	have	True	True	true	4	True
train	10	1	en-ud-train.conllu 12217	17	need	True	True	true	4	True
train	7	1	en-ud-train.conllu 12217	17	need	True	True	true	4	True
train	10	1	en-ud-train.conllu 12222	16	have	True	True	true	4	True
train	16	1	en-ud-train.conllu 12222	16	have	True	True	true	4	True
train	8	1	en-ud-train.conllu 7253	12	repeat	True	True	true	4	True
train	20	1	en-ud-train.conllu 7253	12	repeat	True	False	na	na	True
train	21	1	en-ud-train.conllu 2260	15	have	True	True	true	4	True
train	1	1	en-ud-train.conllu 2260	15	have	True	True	true	4	True
train	8	1	en-ud-train.conllu 12226	2	explain	True	True	true	4	True
train	16	1	en-ud-train.conllu 12226	2	explain	True	True	true	4	True
train	7	1	en-ud-train.conllu 7311	7	walk	True	True	true	4	True
train	8	1	en-ud-train.conllu 7311	7	walk	True	True	true	4	True
train	16	1	en-ud-train.conllu 2307	3	bet	True	True	true	4	True
train	18	1	en-ud-train.conllu 2307	3	bet	True	True	true	4	True
train	7	1	en-ud-train.conllu 12228	13	help	True	True	false	4	True
train	16	1	en-ud-train.conllu 12228	13	help	True	True	false	2	True
train	14	1	en-ud-train.conllu 12232	11	have	True	True	true	4	True
train	7	1	en-ud-train.conllu 12232	11	have	True	True	false	2	True
train	8	1	en-ud-train.conllu 2337	3	do	True	True	true	4	True
train	1	1	en-ud-train.conllu 2337	3	do	True	True	true	4	True
train	8	1	en-ud-train.conllu 7333	10	have	True	True	true	4	True
train	1	1	en-ud-train.conllu 7333	10	have	True	True	true	4	True
train	1	1	en-ud-train.conllu 12253	9	name	True	True	true	4	True
train	10	1	en-ud-train.conllu 12253	9	name	True	True	true	3	True
train	16	1	en-ud-train.conllu 2367	4	ask	True	True	true	4	True
train	1	1	en-ud-train.conllu 2367	4	ask	True	True	true	4	True
train	6	1	en-ud-train.conllu 7346	16	use	True	True	true	4	True
train	16	1	en-ud-train.conllu 7346	16	use	True	True	true	3	True
train	7	1	en-ud-train.conllu 7380	7	say	True	True	true	4	True
train	1	1	en-ud-train.conllu 7380	7	say	True	True	true	4	True
train	7	1	en-ud-train.conllu 12274	2	expect	True	True	true	4	True
train	16	1	en-ud-train.conllu 12274	2	expect	True	True	true	4	True
train	14	1	en-ud-train.conllu 7410	4	know	True	True	true	4	True
train	7	1	en-ud-train.conllu 7410	4	know	True	True	true	4	True
train	18	1	en-ud-train.conllu 2453	3	intrigue	True	True	true	4	True
train	1	1	en-ud-train.conllu 2453	3	intrigue	True	True	true	4	True
train	6	1	en-ud-train.conllu 7439	12	eat	True	True	false	4	True
train	16	1	en-ud-train.conllu 7439	12	eat	True	True	false	4	True
train	21	1	en-ud-train.conllu 12285	9	own	True	True	true	4	True
train	7	1	en-ud-train.conllu 12285	9	own	True	True	true	4	True
train	8	1	en-ud-train.conllu 2513	2	want	True	True	true	4	True
train	1	1	en-ud-train.conllu 2513	2	want	True	True	true	4	True
train	20	1	en-ud-train.conllu 12303	39	fight	True	True	false	3	True
train	7	1	en-ud-train.conllu 12303	39	fight	True	True	false	4	True
train	7	1	en-ud-train.conllu 7458	4	save	True	True	false	4	True
train	1	1	en-ud-train.conllu 7458	4	save	True	True	false	4	True
train	16	1	en-ud-train.conllu 2555	4	have	True	True	true	2	True
train	8	1	en-ud-train.conllu 2555	4	have	True	True	false	1	True
train	16	1	en-ud-train.conllu 12318	11	break	True	True	true	2	True
train	7	1	en-ud-train.conllu 12318	11	break	False	True	na	na	True
train	14	1	en-ud-train.conllu 2575	4	intend	True	True	true	4	True
train	1	1	en-ud-train.conllu 2575	4	intend	True	True	true	4	True
train	7	1	en-ud-train.conllu 7482	43	make	True	True	true	4	True
train	21	1	en-ud-train.conllu 7482	43	make	True	True	true	4	True
train	14	1	en-ud-train.conllu 12331	2	trust	True	True	true	4	True
train	16	1	en-ud-train.conllu 12331	2	trust	True	True	true	4	True
train	1	1	en-ud-train.conllu 2620	14	regard	True	True	true	4	True
train	8	1	en-ud-train.conllu 2620	14	regard	True	True	true	4	True
train	10	1	en-ud-train.conllu 12375	10	say	True	True	true	4	True
train	1	1	en-ud-train.conllu 12375	10	say	True	False	na	na	True
train	1	1	en-ud-train.conllu 7530	2	love	True	True	true	4	True
train	14	1	en-ud-train.conllu 7530	2	love	True	True	true	4	True
train	18	1	en-ud-train.conllu 2688	2	hope	True	True	true	4	True
train	11	1	en-ud-train.conllu 2688	2	hope	True	True	true	3	True
train	7	1	en-ud-train.conllu 12386	39	look	True	True	true	4	True
train	14	1	en-ud-train.conllu 12386	39	look	True	True	true	4	True
train	14	1	en-ud-train.conllu 7552	4	go	True	True	false	4	True
train	8	1	en-ud-train.conllu 7552	4	go	True	True	false	4	True
train	21	1	en-ud-train.conllu 2712	15	have	True	True	false	3	True
train	1	1	en-ud-train.conllu 2712	15	have	True	True	true	2	True
train	7	1	en-ud-train.conllu 12400	2	say	True	True	true	4	True
train	14	1	en-ud-train.conllu 7581	20	filter	True	True	false	3	True
train	6	1	en-ud-train.conllu 7581	20	filter	True	True	true	4	True
train	14	1	en-ud-train.conllu 2746	15	let	True	True	true	4	True
train	1	1	en-ud-train.conllu 2746	15	let	True	True	false	2	True
train	8	1	en-ud-train.conllu 12416	9	hang	True	True	true	4	True
train	14	1	en-ud-train.conllu 12416	9	hang	True	True	true	4	True
train	8	1	en-ud-train.conllu 7607	13	keep	True	True	false	4	True
train	20	1	en-ud-train.conllu 7607	13	keep	True	True	false	2	True
train	10	1	en-ud-train.conllu 2772	2	say	True	True	true	4	True
train	14	1	en-ud-train.conllu 2772	2	say	True	True	true	4	True
train	7	1	en-ud-train.conllu 7679	2	have	True	True	true	4	True
train	6	1	en-ud-train.conllu 7679	2	have	True	True	true	4	True
train	7	1	en-ud-train.conllu 2783	2	say	True	True	true	4	True
train	1	1	en-ud-train.conllu 2783	2	say	True	True	true	4	True
train	8	1	en-ud-train.conllu 12422	16	take	True	True	false	4	True
train	14	1	en-ud-train.conllu 12422	16	take	True	True	false	4	True
train	8	1	en-ud-train.conllu 2799	2	say	True	True	true	4	True
train	10	1	en-ud-train.conllu 7723	17	look	True	True	true	4	True
train	8	1	en-ud-train.conllu 7723	17	look	True	True	true	4	True
train	1	1	en-ud-train.conllu 2829	2	think	True	True	true	4	True
train	8	1	en-ud-train.conllu 2829	2	think	True	True	true	4	True
train	14	1	en-ud-train.conllu 12447	7	find	True	True	true	4	True
train	1	1	en-ud-train.conllu 12447	7	find	True	True	true	4	True
train	1	1	en-ud-train.conllu 7754	12	grab	True	True	true	3	True
train	6	1	en-ud-train.conllu 7754	12	grab	True	True	true	4	True
train	7	1	en-ud-train.conllu 2844	10	need	True	True	false	4	True
train	16	1	en-ud-train.conllu 2844	10	need	True	True	true	3	True
train	20	1	en-ud-train.conllu 12471	28	go	True	True	false	2	True
train	6	1	en-ud-train.conllu 12471	28	go	True	True	false	4	True
train	8	1	en-ud-train.conllu 7774	2	have	True	True	true	4	True
train	14	1	en-ud-train.conllu 7774	2	have	True	True	true	4	True
train	16	1	en-ud-train.conllu 2897	7	regard	True	True	true	4	True
train	8	1	en-ud-train.conllu 2897	7	regard	True	True	true	3	True
train	6	1	en-ud-train.conllu 12498	2	say	True	True	true	4	True
train	18	1	en-ud-train.conllu 12498	2	say	True	True	true	4	True
train	14	1	en-ud-train.conllu 7843	6	recover	True	True	true	4	True
train	7	1	en-ud-train.conllu 7843	6	recover	True	True	true	4	True
train	16	1	en-ud-train.conllu 2927	20	have	True	True	false	4	True
train	7	1	en-ud-train.conllu 2927	20	have	True	True	false	4	True
train	7	1	en-ud-train.conllu 7863	2	have	True	True	true	4	True
train	6	1	en-ud-train.conllu 7863	2	have	True	True	false	4	True
train	1	1	en-ud-train.conllu 12528	10	verify	True	True	true	4	True
train	10	1	en-ud-train.conllu 12528	10	verify	True	True	true	4	True
train	1	1	en-ud-train.conllu 7874	4	say	True	True	true	4	True
train	14	1	en-ud-train.conllu 7874	4	say	True	True	true	4	True
dev	7	1	en-ud-dev.conllu 8	8	lose	True	True	true	4	True
dev	8	1	en-ud-dev.conllu 8	8	lose	True	True	true	4	True
train	10	1	en-ud-train.conllu 7890	10	call	True	True	true	4	True
train	7	1	en-ud-train.conllu 7890	10	call	True	True	false	4	True
train	1	1	en-ud-train.conllu 2971	5	address	True	True	true	4	True
train	8	1	en-ud-train.conllu 2971	5	address	True	True	true	4	True
dev	8	1	en-ud-dev.conllu 25	7	occupy	True	True	true	4	True
dev	7	1	en-ud-dev.conllu 25	7	occupy	True	True	true	4	True
train	1	1	en-ud-train.conllu 2996	2	expect	True	True	true	4	True
train	7	1	en-ud-train.conllu 2996	2	expect	True	True	true	4	True
train	16	1	en-ud-train.conllu 7928	5	go	True	True	false	4	True
train	8	1	en-ud-train.conllu 7928	5	go	True	True	false	4	True
dev	21	1	en-ud-dev.conllu 33	7	report	True	True	true	4	True
dev	6	1	en-ud-dev.conllu 33	7	report	True	True	true	4	True
train	7	1	en-ud-train.conllu 3008	4	guess	True	True	true	4	True
train	18	1	en-ud-train.conllu 3008	4	guess	True	True	true	4	True
train	1	1	en-ud-train.conllu 7954	3	have	True	True	true	4	True
train	10	1	en-ud-train.conllu 7954	3	have	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 38	24	claim	True	True	true	4	True
dev	16	1	en-ud-dev.conllu 38	24	claim	True	True	true	3	True
train	14	1	en-ud-train.conllu 3018	41	get	True	True	false	4	True
train	1	1	en-ud-train.conllu 3018	41	get	True	True	false	4	True
dev	16	1	en-ud-dev.conllu 47	18	base	True	True	true	3	True
dev	1	1	en-ud-dev.conllu 47	18	base	False	True	na	na	True
train	14	1	en-ud-train.conllu 7972	6	gain	True	True	true	4	True
train	18	1	en-ud-train.conllu 7972	6	gain	True	True	true	4	True
train	14	1	en-ud-train.conllu 3051	4	reference	False	True	na	na	True
train	8	1	en-ud-train.conllu 3051	4	reference	True	True	true	4	True
dev	14	1	en-ud-dev.conllu 59	5	write	True	True	true	2	True
dev	18	1	en-ud-dev.conllu 59	5	write	True	True	false	2	True
train	8	1	en-ud-train.conllu 8001	16	go	True	True	false	4	True
train	1	1	en-ud-train.conllu 8001	16	go	True	True	false	4	True
train	1	1	en-ud-train.conllu 3062	47	do	True	True	false	3	True
train	8	1	en-ud-train.conllu 3062	47	do	True	True	false	4	True
dev	21	1	en-ud-dev.conllu 63	2	say	True	True	true	4	True
dev	14	1	en-ud-dev.conllu 63	2	say	True	True	true	4	True
train	14	1	en-ud-train.conllu 8044	2	use	True	True	true	4	True
train	7	1	en-ud-train.conllu 8044	2	use	True	True	true	4	True
dev	7	1	en-ud-dev.conllu 73	22	behead	True	True	false	4	True
dev	6	1	en-ud-dev.conllu 73	22	behead	True	True	true	4	True
train	1	1	en-ud-train.conllu 8073	9	look	True	True	false	2	True
train	20	1	en-ud-train.conllu 8073	9	look	True	True	false	2	True
dev	8	1	en-ud-dev.conllu 78	30	depend	True	True	true	4	True
dev	10	1	en-ud-dev.conllu 78	30	depend	True	True	true	4	True
dev	8	1	en-ud-dev.conllu 87	18	present	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 87	18	present	True	True	true	4	True
train	1	1	en-ud-train.conllu 8138	5	do	True	True	true	2	True
train	14	1	en-ud-train.conllu 8138	5	do	True	True	true	3	True
dev	6	1	en-ud-dev.conllu 98	5	have	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 98	5	have	True	True	true	4	True
train	14	1	en-ud-train.conllu 8162	4	use	True	True	true	4	True
train	7	1	en-ud-train.conllu 8162	4	use	False	True	na	na	True
train	16	1	en-ud-train.conllu 8224	7	have	True	True	false	4	True
train	18	1	en-ud-train.conllu 8224	7	have	True	True	false	4	True
dev	10	1	en-ud-dev.conllu 117	3	have	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 117	3	have	True	True	true	4	True
train	16	1	en-ud-train.conllu 3076	2	reference	True	True	true	4	True
train	8	1	en-ud-train.conllu 3076	2	reference	True	True	true	4	True
dev	14	1	en-ud-dev.conllu 122	6	spend	True	True	true	4	True
dev	18	1	en-ud-dev.conllu 122	6	spend	True	True	true	4	True
train	1	1	en-ud-train.conllu 8231	29	order	True	True	false	4	True
train	7	1	en-ud-train.conllu 8231	29	order	True	True	false	4	True
train	7	1	en-ud-train.conllu 3084	16	hit	True	True	true	4	True
train	23	1	en-ud-train.conllu 3084	16	hit	True	True	true	4	True
train	21	1	en-ud-train.conllu 8269	2	have	True	True	true	4	True
train	7	1	en-ud-train.conllu 8269	2	have	True	True	true	4	True
train	20	1	en-ud-train.conllu 3102	34	go	True	True	false	2	True
train	8	1	en-ud-train.conllu 3102	34	go	True	True	false	4	True
train	1	1	en-ud-train.conllu 8292	3	lay	True	True	false	4	True
train	6	1	en-ud-train.conllu 8292	3	lay	True	True	true	2	True
dev	21	1	en-ud-dev.conllu 154	4	base	True	True	true	4	True
dev	5	1	en-ud-dev.conllu 154	4	base	True	True	true	3	True
train	21	1	en-ud-train.conllu 3130	21	call	True	True	false	3	True
train	16	1	en-ud-train.conllu 3130	21	call	True	True	false	3	True
train	14	1	en-ud-train.conllu 8303	27	help	True	True	false	4	True
train	1	1	en-ud-train.conllu 8303	27	help	True	True	false	4	True
train	7	1	en-ud-train.conllu 3151	15	have	True	True	true	4	True
train	1	1	en-ud-train.conllu 3151	15	have	True	True	false	4	True
train	1	1	en-ud-train.conllu 8318	31	process	True	True	false	4	True
train	14	1	en-ud-train.conllu 8318	31	process	False	True	na	na	True
train	10	1	en-ud-train.conllu 3184	7	ask	True	True	true	4	True
train	18	1	en-ud-train.conllu 3184	7	ask	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 168	16	indicate	True	True	true	4	True
dev	10	1	en-ud-dev.conllu 168	16	indicate	True	True	true	4	True
train	22	1	en-ud-train.conllu 8357	9	have	True	True	true	4	True
train	7	1	en-ud-train.conllu 8357	9	have	True	True	false	4	True
train	22	1	en-ud-train.conllu 3206	2	intend	True	True	false	3	True
train	1	1	en-ud-train.conllu 3206	2	intend	True	True	true	3	True
train	14	1	en-ud-train.conllu 3216	15	send	False	True	na	na	True
train	1	1	en-ud-train.conllu 3216	15	send	True	True	false	3	True
dev	18	1	en-ud-dev.conllu 180	19	join	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 180	19	join	True	True	true	4	True
train	8	1	en-ud-train.conllu 3272	1	attach	True	True	true	4	True
train	6	1	en-ud-train.conllu 3272	1	attach	True	True	true	4	True
train	16	1	en-ud-train.conllu 8407	19	vary	True	True	false	3	True
train	14	1	en-ud-train.conllu 8407	19	vary	True	True	false	3	True
dev	1	1	en-ud-dev.conllu 202	27	have	True	True	true	4	True
dev	5	1	en-ud-dev.conllu 202	27	have	True	True	true	3	True
train	16	1	en-ud-train.conllu 3344	2	receive	True	True	true	4	True
train	1	1	en-ud-train.conllu 3344	2	receive	True	True	true	4	True
dev	8	1	en-ud-dev.conllu 212	43	break	True	True	false	4	True
dev	21	1	en-ud-dev.conllu 212	43	break	True	True	false	4	True
train	7	1	en-ud-train.conllu 8436	4	learn	True	True	false	4	True
train	16	1	en-ud-train.conllu 8436	4	learn	True	True	false	4	True
train	1	1	en-ud-train.conllu 3367	1	attach	True	True	true	4	True
train	10	1	en-ud-train.conllu 3367	1	attach	True	True	true	3	True
dev	7	1	en-ud-dev.conllu 223	4	say	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 223	4	say	True	True	true	4	True
train	20	1	en-ud-train.conllu 8448	25	get	True	True	false	3	True
train	14	1	en-ud-train.conllu 8448	25	get	True	True	false	4	True
train	16	1	en-ud-train.conllu 3432	4	revise	True	True	true	4	True
train	7	1	en-ud-train.conllu 3432	4	revise	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 230	7	reveal	True	True	true	4	True
dev	10	1	en-ud-dev.conllu 230	7	reveal	True	True	true	4	True
train	16	1	en-ud-train.conllu 8462	19	have	True	True	true	4	True
train	1	1	en-ud-train.conllu 8462	19	have	True	True	true	4	True
train	8	1	en-ud-train.conllu 3462	2	need	True	True	true	4	True
train	14	1	en-ud-train.conllu 3462	2	need	True	True	true	4	True
dev	16	1	en-ud-dev.conllu 255	5	get	True	True	false	4	True
dev	1	1	en-ud-dev.conllu 255	5	get	True	True	false	4	True
train	16	1	en-ud-train.conllu 8472	39	human	False	True	na	na	True
train	1	1	en-ud-train.conllu 8472	39	human	False	True	na	na	True
train	18	1	en-ud-train.conllu 3513	1	attach	True	True	true	4	True
train	8	1	en-ud-train.conllu 3513	1	attach	True	True	true	4	True
train	21	1	en-ud-train.conllu 8489	25	live	True	True	true	4	True
train	6	1	en-ud-train.conllu 8489	25	live	True	True	true	4	True
dev	7	1	en-ud-dev.conllu 287	10	prohibit	True	True	true	4	True
dev	14	1	en-ud-dev.conllu 287	10	prohibit	True	True	false	3	True
train	6	1	en-ud-train.conllu 3541	48	command	True	True	false	4	True
train	8	1	en-ud-train.conllu 3541	48	command	True	True	false	2	True
train	1	1	en-ud-train.conllu 8545	16	count	True	True	true	4	True
train	14	1	en-ud-train.conllu 8545	16	count	True	True	true	4	True
train	10	1	en-ud-train.conllu 3575	9	protect	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 327	17	address	True	True	true	4	True
dev	22	1	en-ud-dev.conllu 327	17	address	True	True	true	4	True
train	10	1	en-ud-train.conllu 8561	4	do	True	True	true	4	True
train	1	1	en-ud-train.conllu 8561	4	do	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 349	2	release	True	True	true	4	True
dev	16	1	en-ud-dev.conllu 349	2	release	True	True	true	4	True
train	16	1	en-ud-train.conllu 3677	8	document	True	True	true	4	True
train	14	1	en-ud-train.conllu 3677	8	document	True	False	na	na	True
train	1	1	en-ud-train.conllu 8585	19	get	True	True	false	3	True
train	16	1	en-ud-train.conllu 8585	19	get	True	True	false	3	True
train	8	1	en-ud-train.conllu 3734	8	become	True	True	true	4	True
train	7	1	en-ud-train.conllu 3734	8	become	True	True	true	4	True
dev	10	1	en-ud-dev.conllu 377	17	reference	True	True	true	4	True
dev	1	1	en-ud-dev.conllu 377	17	reference	True	True	true	4	True
train	1	1	en-ud-train.conllu 8593	11	build	True	True	true	4	True
train	20	1	en-ud-train.conllu 8593	11	build	True	False	na	na	True
train	18	1	en-ud-train.conllu 3763	34	compensate	True	True	false	4	True
train	1	1	en-ud-train.conllu 3763	34	compensate	True	True	false	4	True
dev	7	1	en-ud-dev.conllu 390	20	approve	True	True	true	4	True
dev	18	1	en-ud-dev.conllu 390	20	approve	True	True	true	4	True
train	14	1	en-ud-train.conllu 3801	5	manage	True	True	false	1	True
train	20	1	en-ud-train.conllu 3801	5	manage	True	True	false	2	True
train	14	1	en-ud-train.conllu 8619	10	hold	True	True	true	4	True
train	16	1	en-ud-train.conllu 8619	10	hold	True	True	true	2	True
train	8	1	en-ud-train.conllu 8697	2	see	True	True	true	4	True
train	18	1	en-ud-train.conllu 8697	2	see	True	True	true	4	True
train	10	1	en-ud-train.conllu 3808	19	get	True	True	true	4	True
train	14	1	en-ud-train.conllu 3808	19	get	True	True	true	3	True
dev	7	1	en-ud-dev.conllu 460	15	pull	True	True	false	4	True
dev	16	1	en-ud-dev.conllu 460	15	pull	True	True	false	4	True
dev	6	1	en-ud-dev.conllu 516	39	take	True	True	false	4	True
dev	1	1	en-ud-dev.conllu 516	39	take	True	True	false	4	True
train	18	1	en-ud-train.conllu 3818	26	avoid	True	True	true	2	True
train	8	1	en-ud-train.conllu 3818	26	avoid	True	True	false	2	True
dev	10	1	en-ud-dev.conllu 524	17	leave	True	True	true	4	True
dev	8	1	en-ud-dev.conllu 524	17	leave	True	True	false	3	True
dev	1	1	en-ud-dev.conllu 627	4	date	True	True	true	4	True
dev	10	1	en-ud-dev.conllu 627	4	date	True	True	true	4	True
train	14	1	en-ud-train.conllu 3824	13	do	True	True	true	4	True
train	18	1	en-ud-train.conllu 3824	13	do	True	True	true	4	True
train	14	1	en-ud-train.conllu 3832	17	attach	False	True	na	na	True
train	16	1	en-ud-train.conllu 3832	17	attach	True	True	true	4	True
train	1	1	en-ud-train.conllu 8732	2	start	True	True	true	4	True
train	8	1	en-ud-train.conllu 8732	2	start	True	True	true	4	True
train	16	1	en-ud-train.conllu 3867	3	make	True	True	true	4	True
train	1	1	en-ud-train.conllu 3867	3	make	True	True	true	4	True
train	5	1	en-ud-train.conllu 8772	14	require	True	True	true	2	True
train	14	1	en-ud-train.conllu 8772	14	require	True	True	false	1	True
train	21	1	en-ud-train.conllu 3891	21	intercept	True	True	true	4	True
train	14	1	en-ud-train.conllu 3891	21	intercept	True	True	true	4	True
dev	6	1	en-ud-dev.conllu 683	7	ask	True	True	true	4	True
dev	8	1	en-ud-dev.conllu 683	7	ask	True	True	true	4	True
train	7	1	en-ud-train.conllu 3956	3	show	True	True	true	4	True
train	1	1	en-ud-train.conllu 3956	3	show	True	True	true	2	True
dev	14	1	en-ud-dev.conllu 721	14	result	False	True	na	na	True
dev	16	1	en-ud-dev.conllu 721	14	result	True	True	false	4	True
train	1	1	en-ud-train.conllu 8794	6	help	True	True	false	3	True
train	16	1	en-ud-train.conllu 8794	6	help	True	True	false	3	True
train	8	1	en-ud-train.conllu 3959	18	fix	True	True	false	4	True
train	7	1	en-ud-train.conllu 3959	18	fix	True	True	false	4	True
train	1	1	en-ud-train.conllu 8831	6	bear	True	True	true	4	True
train	14	1	en-ud-train.conllu 8831	6	bear	True	True	true	4	True
train	7	1	en-ud-train.conllu 3977	9	get	True	True	false	4	True
train	21	1	en-ud-train.conllu 3977	9	get	True	True	false	3	True
dev	1	1	en-ud-dev.conllu 759	3	have	True	True	true	3	True
dev	7	1	en-ud-dev.conllu 759	3	have	True	True	true	4	True
train	16	1	en-ud-train.conllu 8836	48	apply	True	True	true	3	True
train	1	1	en-ud-train.conllu 8836	48	apply	True	True	false	3	True
train	8	1	en-ud-train.conllu 3991	3	remain	True	True	true	4	True
train	7	1	en-ud-train.conllu 3991	3	remain	True	True	true	4	True
train	14	1	en-ud-train.conllu 4010	15	look	True	True	true	2	True
train	7	1	en-ud-train.conllu 4010	15	look	True	True	true	4	True
train	10	1	en-ud-train.conllu 8871	6	travel	True	True	true	4	True
train	1	1	en-ud-train.conllu 8871	6	travel	True	True	true	4	True
train	1	1	en-ud-train.conllu 4139	8	kick	True	True	false	4	True
train	14	1	en-ud-train.conllu 4139	8	kick	True	True	false	4	True
train	8	1	en-ud-train.conllu 4192	2	inform	True	True	true	4	True
train	10	1	en-ud-train.conllu 4192	2	inform	True	True	true	4	True
train	21	1	en-ud-train.conllu 4218	9	reflect	True	True	true	2	True
train	22	1	en-ud-train.conllu 4218	9	reflect	True	True	true	4	True
train	1	1	en-ud-train.conllu 8880	12	get	True	True	true	4	True
train	20	1	en-ud-train.conllu 8880	12	get	True	True	true	2	True
train	14	1	en-ud-train.conllu 4261	2	get	True	True	true	4	True
train	16	1	en-ud-train.conllu 4261	2	get	True	True	true	4	True
train	5	1	en-ud-train.conllu 8900	3	have	True	True	true	3	True
train	18	1	en-ud-train.conllu 8900	3	have	True	True	true	4	True
train	7	1	en-ud-train.conllu 4356	10	give	True	True	false	4	True
train	8	1	en-ud-train.conllu 4356	10	give	True	True	false	4	True
train	10	1	en-ud-train.conllu 8932	9	travel	True	True	true	4	True
train	1	1	en-ud-train.conllu 8932	9	travel	True	True	false	3	True
train	7	1	en-ud-train.conllu 8981	13	lay	True	True	true	4	True
train	1	1	en-ud-train.conllu 8981	13	lay	True	True	false	4	True
train	19	1	en-ud-train.conllu 4390	2	understand	True	True	true	3	True
train	18	1	en-ud-train.conllu 4390	2	understand	True	True	true	4	True
train	7	1	en-ud-train.conllu 4393	2	think	True	True	true	4	True
train	1	1	en-ud-train.conllu 4393	2	think	True	True	true	4	True
train	16	1	en-ud-train.conllu 8989	14	go	True	True	false	3	True
train	14	1	en-ud-train.conllu 8989	14	go	True	True	false	2	True
train	16	1	en-ud-train.conllu 4472	2	e-mail	True	True	true	4	True
train	1	1	en-ud-train.conllu 4472	2	e-mail	True	True	true	4	True
train	1	1	en-ud-train.conllu 9035	24	do	True	True	false	1	True
train	14	1	en-ud-train.conllu 9035	24	do	True	True	false	3	True
train	16	1	en-ud-train.conllu 9044	28	ride	True	True	true	4	True
train	6	1	en-ud-train.conllu 9044	28	ride	True	True	true	4	True
train	1	1	en-ud-train.conllu 9048	12	do	True	True	false	3	True
train	10	1	en-ud-train.conllu 9048	12	do	True	True	true	4	True
train	7	1	en-ud-train.conllu 9082	8	give	True	True	true	4	True
train	18	1	en-ud-train.conllu 9082	8	give	True	True	true	4	True
train	14	1	en-ud-train.conllu 9137	12	string	True	True	true	4	True
train	10	1	en-ud-train.conllu 9137	12	string	True	True	true	4	True
train	6	1	en-ud-train.conllu 9145	30	pair	True	True	false	3	True
train	7	1	en-ud-train.conllu 9145	30	pair	True	True	false	4	True
train	8	1	en-ud-train.conllu 9165	2	seem	True	True	true	4	True
train	6	1	en-ud-train.conllu 9165	2	seem	True	True	true	4	True
train	1	1	en-ud-train.conllu 9212	2	mean	True	True	true	4	True
train	14	1	en-ud-train.conllu 9212	2	mean	True	True	false	2	True
train	6	1	en-ud-train.conllu 9222	2	handle	True	True	true	4	True
train	10	1	en-ud-train.conllu 9222	2	handle	True	True	true	4	True
train	14	1	en-ud-train.conllu 9265	2	have	True	True	true	4	True
train	7	1	en-ud-train.conllu 9265	2	have	True	True	true	4	True
dev	6	2	en-ud-dev.conllu 780	16	give	True	True	true	4	True
dev	14	2	en-ud-dev.conllu 780	16	give	True	True	true	4	True
dev	7	2	en-ud-dev.conllu 802	13	move	True	True	false	4	True
dev	14	2	en-ud-dev.conllu 802	13	move	True	True	false	0	True
dev	1	2	en-ud-dev.conllu 819	2	get	True	True	true	4	True
dev	14	2	en-ud-dev.conllu 819	2	get	True	True	true	4	True
dev	8	2	en-ud-dev.conllu 884	11	send	True	True	false	4	True
dev	1	2	en-ud-dev.conllu 884	11	send	True	True	false	4	True
train	14	2	en-ud-train.conllu 4504	20	agree	True	True	true	4	True
train	12	2	en-ud-train.conllu 4504	20	agree	True	True	true	3	True
train	1	2	en-ud-train.conllu 9282	2	know	True	True	true	3	True
train	10	2	en-ud-train.conllu 9282	2	know	True	True	true	4	True
train	1	2	en-ud-train.conllu 12	11	decline	True	True	true	4	True
train	16	2	en-ud-train.conllu 12	11	decline	True	True	true	4	True
dev	12	2	en-ud-dev.conllu 919	2	have	False	True	na	na	True
dev	16	2	en-ud-dev.conllu 919	2	have	True	True	true	4	True
train	1	2	en-ud-train.conllu 39	6	manage	True	True	true	4	True
train	16	2	en-ud-train.conllu 39	6	manage	True	True	true	4	True
dev	7	2	en-ud-dev.conllu 949	20	bring	True	True	false	3	True
dev	16	2	en-ud-dev.conllu 949	20	bring	True	True	false	3	True
train	8	2	en-ud-train.conllu 48	7	do	True	True	false	4	True
train	10	2	en-ud-train.conllu 48	7	do	True	True	true	4	True
dev	1	2	en-ud-dev.conllu 951	29	grow	True	True	false	3	True
dev	16	2	en-ud-dev.conllu 951	29	grow	True	True	false	4	True
train	6	2	en-ud-train.conllu 52	60	get	True	True	true	4	True
train	14	2	en-ud-train.conllu 52	60	get	True	True	true	4	True
train	8	2	en-ud-train.conllu 9304	10	mean	True	True	false	2	True
train	21	2	en-ud-train.conllu 9304	10	mean	True	True	false	2	True
train	16	2	en-ud-train.conllu 64	45	permit	True	True	true	3	True
train	8	2	en-ud-train.conllu 64	45	permit	True	True	false	4	True
train	6	2	en-ud-train.conllu 9312	10	adapt	True	True	true	4	True
